Output       : /shared/home/erg966/LosslessModelCompression/compression_results_zstd.jsonl
RESULTS dir  : /shared/home/erg966/LosslessModelCompression/RESULTS_2_30
Chunk size   : 128 MB
Workers      : 6
Algorithms   : ['raw_zstd', 'byte_transpose', 'semantic_sep', 'bitplane', 'gorilla_base', 'xor_delta', 'gorilla_xor_delta']
Zstd level   : 1
Total trials : 294

[  1/294]  FP32E8M23/Var0p1/raw_zstd                ratio=0.9256  c=   7.40s  elapsed=38s
[179/294]  FP16E5M10/Var0p25/gorilla_base            ratio=0.9431  c=   3.71s  elapsed=5705s
[180/294]  FP16E5M10/Var0p5/gorilla_base            ratio=0.9397  c=   3.92s  elapsed=5706s
[181/294]  BF16E8M7/Var0p01/gorilla_base            ratio=0.8183  c=   3.60s  elapsed=5711s
[182/294]  BF16E8M7/Var0p025/gorilla_base            ratio=0.8087  c=   3.59s  elapsed=5719s
[183/294]  FP8E4M3/Var0p01/gorilla_base            ratio=0.8826  c=   1.86s  elapsed=5720s
[184/294]  BF16E8M7/Var0p05/gorilla_base            ratio=0.8005  c=   3.57s  elapsed=5721s
[185/294]  BF16E8M7/Var0p1/gorilla_base            ratio=0.8033  c=   3.57s  elapsed=5723s
[186/294]  BF16E8M7/Var0p25/gorilla_base            ratio=0.8038  c=   3.57s  elapsed=5724s
[187/294]  BF16E8M7/Var0p5/gorilla_base            ratio=0.7986  c=   3.66s  elapsed=5725s
[188/294]  FP8E4M3/Var0p025/gorilla_base            ratio=0.8826  c=   1.85s  elapsed=5728s
[189/294]  FP8E4M3/Var0p05/gorilla_base            ratio=0.8826  c=   1.86s  elapsed=5730s
[190/294]  FP8E4M3/Var0p1/gorilla_base            ratio=0.8826  c=   1.85s  elapsed=5730s
[191/294]  FP8E4M3/Var0p25/gorilla_base            ratio=0.8826  c=   1.85s  elapsed=5733s
[192/294]  FP8E4M3/Var0p5/gorilla_base            ratio=0.8826  c=   1.85s  elapsed=5733s
[193/294]  FP8E5M2/Var0p01/gorilla_base            ratio=0.7785  c=   1.81s  elapsed=5735s
[194/294]  FP8E5M2/Var0p025/gorilla_base            ratio=0.7785  c=   1.78s  elapsed=5738s
[195/294]  FP8E5M2/Var0p05/gorilla_base            ratio=0.7785  c=   1.78s  elapsed=5739s
[196/294]  MXFP4E2M1/Var0p01/gorilla_base            ratio=1.0000  c=   1.08s  elapsed=5739s
[197/294]  FP8E5M2/Var0p1/gorilla_base            ratio=0.7785  c=   1.77s  elapsed=5740s
[198/294]  FP8E5M2/Var0p25/gorilla_base            ratio=0.7785  c=   1.77s  elapsed=5742s
[199/294]  FP8E5M2/Var0p5/gorilla_base            ratio=0.7785  c=   1.78s  elapsed=5742s
[200/294]  MXFP4E2M1/Var0p025/gorilla_base            ratio=1.0000  c=   1.09s  elapsed=5742s
[201/294]  MXFP4E2M1/Var0p05/gorilla_base            ratio=1.0000  c=   1.07s  elapsed=5744s
[202/294]  MXFP4E2M1/Var0p1/gorilla_base            ratio=1.0000  c=   1.09s  elapsed=5744s
[203/294]  MXFP4E2M1/Var0p25/gorilla_base            ratio=1.0000  c=   1.07s  elapsed=5744s
[204/294]  NVFP4E2M1/Var0p01/gorilla_base            ratio=1.0000  c=   0.54s  elapsed=5746s
[205/294]  NVFP4E2M1/Var0p025/gorilla_base            ratio=1.0000  c=   0.54s  elapsed=5746s
[206/294]  MXFP4E2M1/Var0p5/gorilla_base            ratio=1.0000  c=   1.08s  elapsed=5746s
[207/294]  NVFP4E2M1/Var0p05/gorilla_base            ratio=1.0000  c=   0.54s  elapsed=5748s
[208/294]  NVFP4E2M1/Var0p1/gorilla_base            ratio=1.0000  c=   0.53s  elapsed=5748s
[209/294]  NVFP4E2M1/Var0p25/gorilla_base            ratio=1.0000  c=   0.53s  elapsed=5748s
[210/294]  NVFP4E2M1/Var0p5/gorilla_base            ratio=1.0000  c=   0.53s  elapsed=5750s
[211/294]  FP32E8M23/Var0p01/xor_delta               ratio=0.0166  c=   1.75s  elapsed=5791s
[212/294]  FP32E8M23/Var0p025/xor_delta               ratio=0.0166  c=   1.74s  elapsed=5792s
[213/294]  FP32E8M23/Var0p05/xor_delta               ratio=0.0166  c=   1.84s  elapsed=5797s
[214/294]  FP32E8M23/Var0p25/xor_delta               ratio=0.0166  c=   1.74s  elapsed=5798s
[215/294]  FP32E8M23/Var0p1/xor_delta               ratio=0.0166  c=   1.75s  elapsed=5799s
[216/294]  FP32E8M23/Var0p5/xor_delta               ratio=0.0166  c=   1.74s  elapsed=5801s
[217/294]  FP16E5M10/Var0p01/xor_delta               ratio=0.0219  c=   1.26s  elapsed=5821s
[218/294]  FP16E5M10/Var0p025/xor_delta               ratio=0.0218  c=   1.24s  elapsed=5823s
[219/294]  FP16E5M10/Var0p05/xor_delta               ratio=0.0218  c=   1.25s  elapsed=5825s
[220/294]  FP16E5M10/Var0p1/xor_delta               ratio=0.0218  c=   1.24s  elapsed=5825s
[221/294]  FP16E5M10/Var0p25/xor_delta               ratio=0.0218  c=   1.25s  elapsed=5826s
[222/294]  FP16E5M10/Var0p5/xor_delta               ratio=0.0218  c=   1.24s  elapsed=5827s
[223/294]  BF16E8M7/Var0p01/xor_delta               ratio=0.0202  c=   1.23s  elapsed=5844s
[224/294]  BF16E8M7/Var0p025/xor_delta               ratio=0.0201  c=   1.23s  elapsed=5847s
[225/294]  BF16E8M7/Var0p05/xor_delta               ratio=0.0201  c=   1.26s  elapsed=5849s
[226/294]  BF16E8M7/Var0p1/xor_delta               ratio=0.0201  c=   1.23s  elapsed=5850s
[227/294]  BF16E8M7/Var0p25/xor_delta               ratio=0.0201  c=   1.23s  elapsed=5850s
[228/294]  BF16E8M7/Var0p5/xor_delta               ratio=0.0200  c=   1.24s  elapsed=5851s
[229/294]  FP8E4M3/Var0p01/xor_delta               ratio=0.0364  c=   1.03s  elapsed=5855s
[230/294]  FP8E4M3/Var0p025/xor_delta               ratio=0.0364  c=   1.02s  elapsed=5858s
[231/294]  FP8E4M3/Var0p05/xor_delta               ratio=0.0365  c=   0.99s  elapsed=5861s
[232/294]  FP8E4M3/Var0p1/xor_delta               ratio=0.0364  c=   1.01s  elapsed=5862s
[233/294]  FP8E4M3/Var0p25/xor_delta               ratio=0.0365  c=   0.99s  elapsed=5862s
[234/294]  FP8E4M3/Var0p5/xor_delta               ratio=0.0364  c=   0.99s  elapsed=5864s
[235/294]  FP8E5M2/Var0p01/xor_delta               ratio=0.0340  c=   0.99s  elapsed=5867s
[236/294]  FP8E5M2/Var0p025/xor_delta               ratio=0.0341  c=   0.97s  elapsed=5870s
[237/294]  FP8E5M2/Var0p05/xor_delta               ratio=0.0341  c=   0.97s  elapsed=5873s
[238/294]  FP8E5M2/Var0p1/xor_delta               ratio=0.0341  c=   0.97s  elapsed=5874s
[239/294]  MXFP4E2M1/Var0p01/xor_delta               ratio=0.0474  c=   0.75s  elapsed=5874s
[240/294]  FP8E5M2/Var0p25/xor_delta               ratio=0.0341  c=   0.97s  elapsed=5875s
[241/294]  FP8E5M2/Var0p5/xor_delta               ratio=0.0341  c=   0.97s  elapsed=5878s
[242/294]  MXFP4E2M1/Var0p025/xor_delta               ratio=0.0479  c=   0.70s  elapsed=5878s
[243/294]  MXFP4E2M1/Var0p05/xor_delta               ratio=0.0464  c=   0.69s  elapsed=5882s
[244/294]  MXFP4E2M1/Var0p1/xor_delta               ratio=0.0479  c=   0.70s  elapsed=5883s
[245/294]  MXFP4E2M1/Var0p25/xor_delta               ratio=0.0462  c=   0.73s  elapsed=5884s
